sku,month,price_eur,units,demand_baseline
S0056,2025-04,164.59,9.1,6.0
S0056,2025-05,208.95,10.0,9.47
S0056,2025-06,208.95,6.6,6.42
S0056,2025-07,208.95,2.5,2.59
S0056,2025-08,208.95,6.3,6.1
S0056,2025-09,208.95,5.9,5.9
S0056,2025-10,195.76,6.3,5.5
S0056,2025-11,174.16,6.3,4.89
S0056,2025-12,158.01,12.4,8.05
S0056,2026-01,208.95,4.1,4.14
S0056,2026-02,208.95,8.3,7.87
S0056,2026-03,165.58,9.1,6.88
S0056,2026-04,191.58,5.5,4.48
S0056,2026-05,197.21,6.2,5.61
S0056,2026-06,208.95,5.3,5.35
S0057,2024-07,3.75,4.5,3.9
S0057,2024-08,3.75,0.1,0.1
S0057,2024-09,3.75,6.6,6.55
S0057,2024-10,3.75,8.1,8.04
S0057,2024-11,3.42,5.3,4.38
S0057,2024-12,3.75,7.2,7.05
S0057,2025-01,3.33,4.1,3.48
S0057,2025-02,2.82,8.3,5.51
S0057,2025-03,3.75,8.2,8.46
S0057,2025-04,2.88,9.2,5.97
S0057,2025-05,3.75,0.1,0.1
S0057,2025-06,3.75,2.7,2.6
S0057,2025-07,3.75,2.5,2.49
S0057,2025-08,3.75,3.9,4.06
S0057,2025-09,3.75,8.3,8.25
S0057,2025-10,3.75,4.6,4.44
S0057,2025-11,3.75,4.4,4.47
S0057,2025-12,3.75,2.3,2.48
S0057,2026-01,3.75,0.1,0.1
S0057,2026-02,3.33,6.1,4.52
S0057,2026-03,3.75,0.3,0.27
S0057,2026-04,3.75,4.5,4.53
S0057,2026-05,2.9,6.0,4.23
S0057,2026-06,3.75,3.6,3.87
S0058,2024-07,10.0,39.8,40.19
S0058,2024-08,10.0,47.4,45.34
S0058,2024-09,8.55,56.9,45.6
S0058,2024-10,10.0,39.6,42.23
S0058,2024-11,10.0,28.9,29.57
S0058,2024-12,10.0,38.3,36.38
S0058,2025-01,8.55,33.9,28.13
S0058,2025-02,10.0,29.7,28.09
S0058,2025-03,10.0,35.5,31.93
S0058,2025-04,8.19,45.6,32.35
S0058,2025-05,7.61,51.3,33.1
S0058,2025-06,10.0,25.3,27.62
S0058,2025-07,10.0,39.1,35.92
S0058,2025-08,10.0,30.1,30.54
S0058,2025-09,9.2,55.2,47.48
S0058,2025-10,10.0,53.2,49.82
S0058,2025-11,10.0,34.7,36.04
S0058,2025-12,10.0,26.2,29.4
S0058,2026-01,10.0,31.0,31.93
S0058,2026-02,10.0,33.0,32.88
S0058,2026-03,7.52,65.9,42.31
S0058,2026-04,10.0,21.7,21.66
S0058,2026-05,10.0,36.1,40.74
S0058,2026-06,10.0,27.3,27.57
S0059,2024-07,0.91,122.6,89.6
S0059,2024-08,1.08,86.7,89.06
S0059,2024-09,1.08,84.7,87.71
S0059,2024-10,0.91,166.5,120.68
S0059,2024-11,1.08,95.4,86.0
S0059,2024-12,1.08,48.0,49.19
S0059,2025-01,1.01,84.3,71.47
S0059,2025-02,1.08,83.0,84.79
S0059,2025-03,0.9,77.5,53.05
S0059,2025-04,1.08,91.5,92.61
S0059,2025-05,1.08,121.7,117.1
S0059,2025-06,1.01,89.3,74.1
S0059,2025-07,1.02,99.9,90.85
S0059,2025-08,1.08,57.8,57.38
S0059,2025-09,0.84,172.0,99.45
S0059,2025-10,0.83,113.0,70.05
S0059,2025-11,1.08,119.8,121.84
S0059,2025-12,1.08,90.5,88.97
S0059,2026-01,1.08,133.0,129.2
S0059,2026-02,1.08,92.6,83.3
S0059,2026-03,0.9,154.1,102.72
S0059,2026-04,1.08,144.3,140.84
S0059,2026-05,1.08,94.3,97.51
S0059,2026-06,1.08,80.1,81.53
S0060,2024-07,0.71,50.8,47.79
S0060,2024-08,0.71,38.7,36.47
S0060,2024-09,0.71,51.1,54.59
S0060,2024-10,0.71,44.6,47.48
S0060,2024-11,0.71,53.5,54.22
S0060,2024-12,0.71,42.3,43.71
S0060,2025-01,0.71,44.8,45.4
S0060,2025-02,0.71,40.9,41.85
S0060,2025-03,0.71,49.6,53.54
S0060,2025-04,0.71,62.0,63.66
S0060,2025-05,0.71,59.8,60.5
S0060,2025-06,0.71,42.7,45.49
S0060,2025-07,0.63,52.3,40.61
S0060,2025-08,0.66,50.1,46.37
S0060,2025-09,0.71,52.8,56.05
S0060,2025-10,0.71,64.9,59.31
S0060,2025-11,0.57,65.2,46.12
S0060,2025-12,0.62,53.8,44.67
S0060,2026-01,0.71,42.5,41.41
S0060,2026-02,0.6,60.2,47.47
S0060,2026-03,0.71,45.5,44.87
S0060,2026-04,0.71,48.1,44.53
S0060,2026-05,0.71,57.9,60.75
S0060,2026-06,0.71,46.6,43.05
S0061,2024-07,21.87,265.4,239.65
S0061,2024-08,21.87,174.7,185.32
S0061,2024-09,21.87,155.6,161.93
S0061,2024-10,21.87,267.2,287.59
S0061,2024-11,19.1,280.1,240.49
S0061,2024-12,20.56,256.3,231.17
S0061,2025-01,21.87,281.3,272.82
S0061,2025-02,21.87,286.0,276.59
S0061,2025-03,21.87,220.2,218.84
S0061,2025-04,21.87,262.3,285.78
S0061,2025-05,16.95,174.9,126.73
S0061,2025-06,21.87,216.0,232.61
S0061,2025-07,21.87,233.6,246.09
S0061,2025-08,21.87,227.5,232.28
S0061,2025-09,16.92,503.3,314.52
S0061,2025-10,19.63,402.3,316.72
S0061,2025-11,21.87,157.2,146.25
S0061,2025-12,21.87,204.1,209.51
S0061,2026-01,17.07,371.5,266.97
S0061,2026-02,19.1,197.2,154.46
S0061,2026-03,21.87,149.6,142.79
S0061,2026-04,21.87,223.6,222.92
S0061,2026-05,21.87,241.5,242.63
S0061,2026-06,20.64,169.6,154.28
S0062,2024-07,14.05,3.0,2.17
S0062,2024-08,15.4,4.1,3.41
S0062,2024-09,17.29,5.1,5.49
S0062,2024-10,15.67,7.4,6.48
S0062,2024-11,16.23,3.7,3.26
S0062,2024-12,17.29,3.7,3.85
S0062,2025-01,17.29,4.4,4.34
S0062,2025-02,17.29,6.8,7.27
S0062,2025-03,17.29,5.1,4.97
S0062,2025-04,17.29,5.1,5.27
S0062,2025-05,17.29,8.0,7.42
S0062,2025-06,15.88,2.0,1.87
S0062,2025-07,15.25,4.9,4.16
S0062,2025-08,17.29,5.1,5.21
S0062,2025-09,15.84,4.2,3.74
S0062,2025-10,17.29,3.5,3.34
S0062,2025-11,17.29,2.9,2.97
S0062,2025-12,17.29,2.9,2.71
S0062,2026-01,16.3,6.9,5.86
S0062,2026-02,17.29,5.6,5.19
S0062,2026-03,17.29,7.0,6.91
S0062,2026-04,14.21,5.9,4.74
S0062,2026-05,17.29,3.7,3.61
S0062,2026-06,17.29,6.4,6.28
S0063,2024-07,7.66,30.1,29.76
S0063,2024-08,7.66,27.9,29.06
S0063,2024-09,6.65,52.1,37.4
S0063,2024-10,6.61,63.9,48.01
S0063,2024-11,7.66,11.1,11.64
S0063,2024-12,6.87,66.0,52.27
S0063,2025-01,7.66,41.6,40.64
S0063,2025-02,7.66,32.4,34.42
S0063,2025-03,6.13,50.0,34.53
S0063,2025-04,7.22,29.4,25.78
S0063,2025-05,6.78,59.8,47.99
S0063,2025-06,7.66,35.2,34.63
S0063,2025-07,6.55,42.1,31.29
S0063,2025-08,7.66,42.5,41.38
S0063,2025-09,7.66,7.5,7.12
S0063,2025-10,6.75,11.4,8.48
S0063,2025-11,7.66,46.1,45.86
S0063,2025-12,7.66,48.6,45.92
S0063,2026-01,7.66,26.3,29.36
S0063,2026-02,7.66,0.1,0.1
S0063,2026-03,7.66,15.8,16.7
S0063,2026-04,7.66,49.3,48.21
S0063,2026-05,6.48,50.0,34.19
S0063,2026-06,5.88,34.4,22.89
S0064,2024-07,0.57,32.4,32.08
S0064,2024-08,0.48,26.8,18.44
S0064,2024-09,0.57,40.7,40.17
S0064,2024-10,0.45,46.3,25.49
S0064,2024-11,0.57,64.6,56.89
S0064,2024-12,0.5,18.3,13.77
S0064,2025-01,0.57,19.9,20.15
S0064,2025-02,0.57,32.9,35.12
S0064,2025-03,0.57,47.3,44.14
S0064,2025-04,0.52,49.6,41.59
S0064,2025-05,0.57,33.1,32.59
S0064,2025-06,0.57,23.9,24.33
S0064,2025-07,0.57,27.6,28.62
S0064,2025-08,0.57,36.7,37.38
S0064,2025-09,0.57,30.2,29.46
S0064,2025-10,0.57,57.0,55.87
S0064,2025-11,0.57,34.1,32.33
S0064,2025-12,0.49,67.8,49.1
S0064,2026-01,0.57,44.5,43.86
S0064,2026-02,0.57,33.0,34.49
S0064,2026-03,0.57,16.1,16.77
S0064,2026-04,0.57,38.7,41.92
S0064,2026-05,0.57,36.2,35.82
S0064,2026-06,0.57,31.3,32.01
S0065,2024-07,6.5,4.3,4.55
S0065,2024-08,6.5,4.5,4.47
S0065,2024-09,6.5,5.1,5.37
S0065,2024-10,6.5,6.8,6.5
S0065,2024-11,6.5,8.7,7.66
S0065,2024-12,6.5,5.2,5.18
S0065,2025-01,6.5,5.6,5.65
S0065,2025-02,6.5,7.1,6.62
S0065,2025-03,6.5,6.7,7.29
S0065,2025-04,6.5,7.0,6.78
S0065,2025-05,6.5,7.3,7.19
S0065,2025-06,5.55,7.0,5.22
S0065,2025-07,6.5,4.9,4.75
S0065,2025-08,6.5,4.9,5.44
S0065,2025-09,5.45,7.3,5.79
S0065,2025-10,6.5,6.4,5.79
S0065,2025-11,4.9,8.9,5.8
S0065,2025-12,6.5,5.9,5.73
S0065,2026-01,6.5,3.8,4.0
S0065,2026-02,6.5,5.6,5.31
S0065,2026-03,6.5,6.6,6.81
S0065,2026-04,6.5,8.2,7.64
S0065,2026-05,6.5,5.9,5.52
S0065,2026-06,6.5,6.3,6.17
S0066,2024-07,6.91,155.0,150.16
S0066,2024-08,5.29,210.3,147.67
S0066,2024-09,6.91,134.6,134.3
S0066,2024-10,6.91,209.8,225.95
S0066,2024-11,6.06,119.0,96.92
S0066,2024-12,6.91,64.1,68.98
S0066,2025-01,5.29,153.0,110.0
S0066,2025-02,6.91,195.2,185.26
S0066,2025-03,5.84,261.2,215.17
S0066,2025-04,6.91,207.9,209.63
S0066,2025-05,5.21,277.3,169.17
S0066,2025-06,6.91,252.0,256.81
S0066,2025-07,6.91,228.2,224.73
S0066,2025-08,6.91,161.1,155.96
S0066,2025-09,6.91,120.7,123.24
S0066,2025-10,5.37,338.5,225.6
S0066,2025-11,6.91,153.0,168.61
S0066,2025-12,6.91,125.9,127.37
S0066,2026-01,6.91,210.2,222.82
S0066,2026-02,6.91,72.2,72.03
S0066,2026-03,6.91,52.4,52.76
S0066,2026-04,5.82,327.0,241.5
S0066,2026-05,6.91,291.8,303.35
S0066,2026-06,5.41,213.6,143.76
S0067,2024-07,1.2,49.3,49.65
S0067,2024-08,1.2,36.4,38.58
S0067,2024-09,1.2,53.2,54.56
S0067,2024-10,1.2,42.0,45.91
S0067,2024-11,1.2,58.4,57.39
S0067,2024-12,0.96,63.5,41.48
S0067,2025-01,1.2,59.3,55.53
S0067,2025-02,1.2,38.1,38.32
S0067,2025-03,0.9,100.9,64.11
S0067,2025-04,1.2,38.7,37.56
S0067,2025-05,1.2,41.5,41.37
S0067,2025-06,1.2,7.4,7.7
S0067,2025-07,1.2,24.0,25.71
S0067,2025-08,1.2,55.6,59.15
S0067,2025-09,1.2,30.2,30.86
S0067,2025-10,0.97,64.3,46.44
S0067,2025-11,1.2,37.8,37.83
S0067,2025-12,1.1,53.2,48.93
S0067,2026-01,1.01,28.7,22.5
S0067,2026-02,1.2,44.7,46.61
S0067,2026-03,1.08,78.2,67.95
S0067,2026-04,1.1,38.8,34.48
S0067,2026-05,1.2,31.8,32.08
S0067,2026-06,1.2,19.2,20.9
S0068,2024-07,12.21,38.4,36.53
S0068,2024-08,12.21,46.7,44.18
S0068,2024-09,11.1,56.3,48.81
S0068,2024-10,12.21,69.8,68.11
S0068,2024-11,12.21,57.0,61.68
S0068,2024-12,12.21,47.5,48.14
S0068,2025-01,12.21,5.0,5.13
S0068,2025-02,12.21,64.6,62.41
S0068,2025-03,12.21,26.5,27.12
S0068,2025-04,12.21,43.6,39.18
S0068,2025-05,12.21,5.0,4.89
S0068,2025-06,12.21,25.1,25.96
S0068,2025-07,12.21,27.1,27.38
S0068,2025-08,12.21,8.7,8.57
S0068,2025-09,12.21,40.5,40.72
S0068,2025-10,9.75,87.8,69.23
S0068,2025-11,12.21,11.9,11.79
S0068,2025-12,12.21,11.9,11.26
S0068,2026-01,12.21,20.6,22.12
S0068,2026-02,12.21,55.5,56.16
S0068,2026-03,12.21,21.4,22.83
S0068,2026-04,12.21,66.3,70.44
S0068,2026-05,12.21,14.4,14.31
S0068,2026-06,12.21,19.6,18.85
S0069,2024-07,18.73,3.8,3.4
S0069,2024-08,18.73,3.5,3.81
S0069,2024-09,18.73,5.5,5.9
S0069,2024-10,18.73,5.7,6.23
S0069,2024-11,18.73,4.0,4.33
S0069,2024-12,18.73,3.4,3.56
S0069,2025-01,18.73,3.4,3.63
S0069,2025-02,14.54,6.6,5.05
S0069,2025-03,18.73,6.0,5.48
S0069,2025-04,18.73,6.6,6.75
S0069,2025-05,18.73,6.1,6.14
S0069,2025-06,14.9,5.8,4.94
S0069,2025-07,18.73,4.3,4.22
S0069,2025-08,18.73,4.6,4.63
S0069,2025-09,18.73,6.2,6.12
S0069,2025-10,18.73,5.3,5.25
S0069,2025-11,18.73,7.2,7.05
S0069,2025-12,18.73,3.7,3.71
S0069,2026-01,18.73,4.5,5.13
S0069,2026-02,15.97,5.2,4.67
S0069,2026-03,14.58,7.0,5.05
S0069,2026-04,18.73,6.5,6.4
S0069,2026-05,18.73,5.1,5.09
S0069,2026-06,18.73,5.7,5.38
S0070,2024-07,44.08,245.6,202.5
S0070,2024-08,41.09,194.0,138.07
S0070,2024-09,48.88,230.8,232.02
S0070,2024-10,48.88,254.2,243.56
S0070,2024-11,48.88,229.0,227.77
S0070,2024-12,48.88,181.0,191.22
S0070,2025-01,48.88,219.2,218.22
S0070,2025-02,48.88,249.1,226.58
S0070,2025-03,48.88,397.0,411.62
S0070,2025-04,48.88,309.3,307.18
S0070,2025-05,39.86,361.8,254.76
S0070,2025-06,48.88,234.5,225.98
S0070,2025-07,48.88,3.4,3.43
S0070,2025-08,48.88,508.4,461.74
S0070,2025-09,48.88,244.8,252.14
S0070,2025-10,48.88,272.2,282.28
S0070,2025-11,48.88,47.8,47.3
S0070,2025-12,41.41,264.3,216.97
S0070,2026-01,48.88,188.8,179.6
S0070,2026-02,48.88,310.8,312.91
S0070,2026-03,37.72,179.3,126.1
S0070,2026-04,48.88,279.4,287.93
S0070,2026-05,48.88,131.1,135.38
S0070,2026-06,48.88,117.7,121.38
S0071,2024-07,1.52,93.2,82.36
S0071,2024-08,1.68,98.5,102.62
S0071,2024-09,1.68,99.5,106.02
S0071,2024-10,1.68,127.1,128.95
S0071,2024-11,1.68,122.4,115.26
S0071,2024-12,1.45,126.1,105.23
S0071,2025-01,1.68,84.3,89.97
S0071,2025-02,1.68,86.4,77.37
S0071,2025-03,1.68,112.2,114.03
S0071,2025-04,1.68,110.0,105.2
S0071,2025-05,1.3,154.5,110.29
S0071,2025-06,1.68,89.4,86.68
S0071,2025-07,1.68,96.3,96.01
S0071,2025-08,1.68,94.9,100.05
S0071,2025-09,1.68,109.9,108.02
S0071,2025-10,1.68,114.8,117.15
S0071,2025-11,1.68,119.2,122.31
S0071,2025-12,1.68,91.1,95.17
S0071,2026-01,1.68,86.6,88.72
S0071,2026-02,1.68,118.6,114.97
S0071,2026-03,1.68,120.5,118.02
S0071,2026-04,1.39,181.6,133.53
S0071,2026-05,1.68,131.6,121.45
S0071,2026-06,1.26,152.0,96.83
S0072,2024-07,0.79,95.0,92.0
S0072,2024-08,0.66,161.1,129.64
S0072,2024-09,0.79,150.2,152.85
S0072,2024-10,0.73,118.2,108.02
S0072,2024-11,0.79,50.3,51.79
S0072,2024-12,0.79,61.8,64.51
S0072,2025-01,0.69,0.1,0.1
S0072,2025-02,0.79,156.9,150.34
S0072,2025-03,0.79,196.1,192.11
S0072,2025-04,0.79,156.8,147.28
S0072,2025-05,0.79,118.9,131.52
S0072,2025-06,0.61,174.5,117.68
S0072,2025-07,0.63,62.9,44.24
S0072,2025-08,0.79,126.5,133.29
S0072,2025-09,0.72,65.5,61.52
S0072,2025-10,0.6,299.0,191.49
S0072,2025-11,0.79,127.1,123.18
S0072,2025-12,0.79,158.3,164.13
S0072,2026-01,0.61,82.8,56.8
S0072,2026-02,0.79,169.4,163.09
S0072,2026-03,0.79,66.5,64.15
S0072,2026-04,0.79,193.7,185.99
S0072,2026-05,0.79,29.0,27.49
S0072,2026-06,0.79,0.1,0.1
S0073,2024-07,223.72,9.0,9.58
S0073,2024-08,223.72,31.6,32.76
S0073,2024-09,223.72,31.2,29.98
S0073,2024-10,223.72,43.6,44.36
S0073,2024-11,223.72,15.1,14.75
S0073,2024-12,223.72,29.2,29.37
S0073,2025-01,196.08,6.9,5.64
S0073,2025-02,223.72,20.1,19.93
S0073,2025-03,223.72,27.8,27.27
S0073,2025-04,223.72,44.2,44.58
S0073,2025-05,203.13,36.5,33.93
S0073,2025-06,223.72,32.2,29.84
S0073,2025-07,169.26,13.1,8.85
S0073,2025-08,223.72,16.1,14.68
S0073,2025-09,223.72,40.0,38.93
S0073,2025-10,223.72,30.2,29.53
S0073,2025-11,211.82,11.5,11.29
S0073,2025-12,223.72,20.9,21.29
S0073,2026-01,223.72,19.1,18.01
S0073,2026-02,223.72,11.8,11.45
S0073,2026-03,223.72,28.8,28.97
S0073,2026-04,223.72,22.8,22.06
S0073,2026-05,173.25,7.1,4.81
S0073,2026-06,223.72,23.4,21.75
S0074,2024-07,1.66,25.6,25.65
S0074,2024-08,1.66,20.6,20.29
S0074,2024-09,1.43,36.0,28.89
S0074,2024-10,1.37,32.7,26.57
S0074,2024-11,1.66,28.0,26.37
S0074,2024-12,1.46,22.3,18.99
S0074,2025-01,1.66,20.9,19.54
S0074,2025-02,1.47,23.2,18.28
S0074,2025-03,1.66,28.0,31.96
S0074,2025-04,1.66,31.6,30.57
S0074,2025-05,1.46,32.4,26.59
S0074,2025-06,1.39,27.8,22.99
S0074,2025-07,1.34,26.5,19.55
S0074,2025-08,1.66,22.1,20.68
S0074,2025-09,1.66,26.9,26.38
S0074,2025-10,1.66,24.2,24.22
S0074,2025-11,1.66,26.7,26.32
S0074,2025-12,1.26,21.0,14.53
S0074,2026-01,1.66,25.4,24.23
S0074,2026-02,1.66,15.4,15.8
S0074,2026-03,1.52,22.1,21.25
S0074,2026-04,1.66,27.4,26.88
S0074,2026-05,1.66,24.7,25.47
S0074,2026-06,1.66,23.0,21.65
S0075,2024-07,17.82,156.3,158.03
S0075,2024-08,17.82,45.4,45.8
S0075,2024-09,17.82,89.9,91.37
S0075,2024-10,17.82,150.7,145.85
S0075,2024-11,17.82,72.7,74.34
S0075,2024-12,14.22,172.5,130.68
S0075,2025-01,15.73,151.4,131.29
S0075,2025-02,17.82,162.8,170.98
S0075,2025-03,17.82,219.6,216.03
S0075,2025-04,17.82,66.7,64.85
S0075,2025-05,13.75,189.6,132.01
S0075,2025-06,17.82,96.2,88.21
S0075,2025-07,17.82,145.5,135.12
S0075,2025-08,17.82,87.3,89.37
S0075,2025-09,14.38,103.6,84.52
S0075,2025-10,15.32,174.9,150.5
S0075,2025-11,17.82,121.7,117.16
S0075,2025-12,17.82,26.4,25.92
S0075,2026-01,16.9,38.2,37.71
S0075,2026-02,17.82,132.4,149.96
S0075,2026-03,17.82,49.6,47.97
S0075,2026-04,17.82,117.3,114.89
S0075,2026-05,17.82,0.1,0.1
S0075,2026-06,17.82,56.5,55.79
S0076,2024-07,3.37,2.9,3.05
S0076,2024-08,3.37,4.9,4.89
S0076,2024-09,3.37,3.1,3.01
S0076,2024-10,3.37,4.4,4.43
S0076,2024-11,3.37,7.9,7.43
S0076,2024-12,3.37,5.0,5.22
S0076,2025-01,3.37,2.6,2.72
S0076,2025-02,3.37,3.2,3.44
S0076,2025-03,3.11,5.2,4.26
S0076,2025-04,3.37,2.8,2.79
S0076,2025-05,3.37,3.6,3.64
S0076,2025-06,3.37,3.8,4.07
S0076,2025-07,3.37,0.1,0.1
S0076,2025-08,3.37,3.1,3.06
S0076,2025-09,3.37,4.8,4.81
S0076,2025-10,3.37,4.2,4.69
S0076,2025-11,3.37,4.3,4.64
S0076,2025-12,3.37,2.9,2.86
S0076,2026-01,3.37,2.9,2.87
S0076,2026-02,3.37,3.2,3.18
S0076,2026-03,2.56,6.3,3.58
S0076,2026-04,2.71,5.5,3.76
S0076,2026-05,3.37,4.3,4.15
S0076,2026-06,3.37,1.3,1.34
S0077,2024-07,1.18,7.0,7.31
S0077,2024-08,1.18,6.0,5.54
S0077,2024-09,1.18,7.3,7.45
S0077,2024-10,1.01,3.8,3.18
S0077,2024-11,1.18,13.2,12.58
S0077,2024-12,0.99,8.3,6.47
S0077,2025-01,1.18,19.5,18.84
S0077,2025-02,1.05,0.1,0.1
S0077,2025-03,1.06,12.4,10.25
S0077,2025-04,1.18,14.0,15.22
S0077,2025-05,1.1,10.9,10.35
S0077,2025-06,1.18,7.3,7.36
S0077,2025-07,1.01,12.8,10.02
S0077,2025-08,1.18,8.2,7.92
S0077,2025-09,0.9,4.6,3.15
S0077,2025-10,1.18,7.8,7.59
S0077,2025-11,1.18,10.4,10.65
S0077,2025-12,1.18,10.4,10.2
S0077,2026-01,1.18,10.0,10.39
S0077,2026-02,1.18,0.9,0.88
S0077,2026-03,1.18,19.4,20.87
S0077,2026-04,0.9,7.1,4.67
S0077,2026-05,1.18,11.6,11.32
S0077,2026-06,1.18,7.8,7.71
S0078,2024-07,7.54,26.9,26.36
S0078,2024-08,7.13,47.5,42.58
S0078,2024-09,6.74,42.1,35.82
S0078,2024-10,7.54,38.1,39.91
S0078,2024-11,7.54,37.1,35.83
S0078,2024-12,6.17,43.9,32.42
S0078,2025-01,7.54,31.2,30.7
S0078,2025-02,7.54,31.6,31.52
S0078,2025-03,5.74,69.0,46.85
S0078,2025-04,7.54,41.4,41.03
S0078,2025-05,7.54,35.7,34.7
S0078,2025-06,7.54,34.7,32.97
S0078,2025-07,7.54,30.5,29.48
S0078,2025-08,7.54,38.9,38.48
S0078,2025-09,7.54,37.8,40.84
S0078,2025-10,7.54,39.3,40.23
S0078,2025-11,7.54,44.6,46.48
S0078,2025-12,7.54,30.3,30.7
S0078,2026-01,7.54,31.8,31.36
S0078,2026-02,7.54,41.8,38.25
S0078,2026-03,6.87,42.2,36.64
S0078,2026-04,7.54,43.2,44.34
S0078,2026-05,7.54,29.0,29.12
S0078,2026-06,7.54,44.0,42.67
S0079,2024-07,8.74,3.5,3.74
S0079,2024-08,6.74,5.4,3.84
S0079,2024-09,8.74,4.9,4.97
S0079,2024-10,6.87,7.2,5.11
S0079,2024-11,7.14,5.9,4.49
S0079,2024-12,8.74,3.8,3.87
S0079,2025-01,8.74,3.4,3.42
S0079,2025-02,8.21,4.6,3.99
S0079,2025-03,8.23,4.8,4.19
S0079,2025-04,8.74,5.2,5.03
S0079,2025-05,8.74,3.4,3.53
S0079,2025-06,7.83,4.9,3.91
S0079,2025-07,8.74,2.6,2.59
S0079,2025-08,7.15,4.6,3.64
S0079,2025-09,8.74,3.7,3.9
S0079,2025-10,8.74,4.3,4.18
S0079,2025-11,8.74,3.8,3.93
S0079,2025-12,8.74,3.5,3.29
S0079,2026-01,8.74,2.9,3.1
S0079,2026-02,8.74,3.2,3.39
S0079,2026-03,7.45,4.7,3.54
S0079,2026-04,8.74,3.2,3.2
S0079,2026-05,8.74,3.4,3.62
S0079,2026-06,8.74,3.4,3.46
S0080,2024-07,32.71,11.4,11.17
S0080,2024-08,32.71,16.0,16.6
S0080,2024-09,30.76,11.1,9.42
S0080,2024-10,32.71,12.0,11.83
S0080,2024-11,32.71,13.5,13.43
S0080,2024-12,32.71,6.4,6.31
S0080,2025-01,29.89,8.8,7.45
S0080,2025-02,32.71,16.3,17.2
S0080,2025-03,32.71,12.1,11.75
S0080,2025-04,32.71,8.5,8.41
S0080,2025-05,32.71,6.5,6.58
S0080,2025-06,32.71,13.4,13.97
S0080,2025-07,27.64,18.8,14.55
S0080,2025-08,32.71,15.2,15.52
S0080,2025-09,29.86,18.3,17.36
S0080,2025-10,32.71,11.5,12.6
S0080,2025-11,26.11,13.4,10.32
S0080,2025-12,32.71,12.1,11.92
S0080,2026-01,27.32,16.3,12.16
S0080,2026-02,25.27,16.4,10.85
S0080,2026-03,28.29,14.2,10.28
S0080,2026-04,26.76,10.4,7.98
S0080,2026-05,32.71,16.9,15.94
S0080,2026-06,32.71,10.6,10.06
S0081,2024-07,1.89,2.1,2.1
S0081,2024-08,1.89,78.8,77.32
S0081,2024-09,1.53,863.0,611.74
S0081,2024-10,1.89,379.0,374.63
S0081,2024-11,1.89,124.7,131.08
S0081,2024-12,1.89,141.7,148.1
S0081,2025-01,1.61,374.9,318.13
S0081,2025-02,1.45,59.9,42.85
S0081,2025-03,1.89,414.0,415.25
S0081,2025-04,1.89,417.8,430.53
S0081,2025-05,1.89,184.9,176.63
S0081,2025-06,1.43,0.2,0.1
S0081,2025-07,1.89,353.2,363.47
S0081,2025-08,1.47,468.7,321.73
S0081,2025-09,1.89,131.2,125.78
S0081,2025-10,1.89,30.8,28.71
S0081,2025-11,1.89,259.7,276.17
S0081,2025-12,1.89,114.0,114.12
S0081,2026-01,1.52,629.1,446.47
S0081,2026-02,1.89,318.2,314.4
S0081,2026-03,1.89,339.6,352.11
S0081,2026-04,1.89,362.4,366.84
S0081,2026-05,1.89,316.7,313.67
S0081,2026-06,1.89,201.6,203.6
S0082,2024-07,1.22,33.6,30.69
S0082,2024-08,1.22,9.2,9.4
S0082,2024-09,1.22,26.4,25.38
S0082,2024-10,1.22,30.5,30.2
S0082,2024-11,1.22,19.2,20.43
S0082,2024-12,1.01,31.1,20.33
S0082,2025-01,0.94,20.5,13.04
S0082,2025-02,1.22,21.1,21.2
S0082,2025-03,1.22,28.7,26.29
S0082,2025-04,1.22,32.5,31.82
S0082,2025-05,1.22,28.5,29.46
S0082,2025-06,1.22,20.6,20.95
S0082,2025-07,1.22,21.8,21.45
S0082,2025-08,1.22,26.2,25.29
S0082,2025-09,1.22,14.9,15.39
S0082,2025-10,1.22,24.5,24.18
S0082,2025-11,1.22,19.2,17.82
S0082,2025-12,1.22,19.6,19.73
S0082,2026-01,1.22,17.2,16.85
S0082,2026-02,1.22,20.3,21.19
S0082,2026-03,1.22,28.2,27.29
S0082,2026-04,1.22,27.8,29.72
S0082,2026-05,1.22,11.7,11.95
S0082,2026-06,0.97,36.6,23.28
S0083,2024-07,1.99,3.1,2.72
S0083,2024-08,1.99,12.0,12.33
S0083,2024-09,1.99,7.4,7.37
S0083,2024-10,1.76,10.1,8.88
S0083,2024-11,1.99,8.0,7.59
S0083,2024-12,1.72,13.7,11.09
S0083,2025-01,1.72,11.0,8.16
S0083,2025-02,1.99,11.2,10.32
S0083,2025-03,1.99,7.8,8.19
S0083,2025-04,1.8,9.9,8.48
S0083,2025-05,1.99,9.3,9.59
S0083,2025-06,1.66,6.2,4.54
S0083,2025-07,1.99,4.3,4.66
S0083,2025-08,1.99,7.5,6.74
S0083,2025-09,1.99,5.7,5.75
S0083,2025-10,1.99,3.1,3.42
S0083,2025-11,1.71,10.2,7.8
S0083,2025-12,1.57,7.4,5.13
S0083,2026-01,1.99,6.4,7.19
S0083,2026-02,1.99,6.2,7.26
S0083,2026-03,1.99,9.8,10.1
S0083,2026-04,1.99,9.4,9.52
S0083,2026-05,1.99,9.2,8.98
S0083,2026-06,1.99,8.3,8.2
S0084,2024-07,20.01,16.8,14.21
S0084,2024-08,22.9,40.5,41.05
